message_id,match_id,champion_name,time,sent_to,message,association_to_offender,kills,deaths,assists,outcome,label,kda
3877,5035.txt,Nasus,00:26:01,Team1,lux,ally,15,4,3,Loss,0,4.5
3878,5035.txt,Nasus,00:26:03,Team1,ult zop,ally,15,4,3,Loss,0,4.5
3879,5035.txt,Nasus,00:26:08,Team1,lux,ally,15,4,3,Loss,0,4.5
3880,5035.txt,Nasus,00:26:09,Team1,lopik bot,ally,15,4,3,Loss,0,4.5
3881,5035.txt,Nasus,00:26:10,Team1,maaan,ally,15,4,3,Loss,0,4.5
3882,5035.txt,Nasus,00:26:12,Team1,tad,ally,15,4,3,Loss,0,4.5
3883,5035.txt,Nasus,00:26:15,Team1,look at this,ally,15,4,3,Loss,0,4.5
3884,5035.txt,Lucian,00:26:20,Team2,gj gys,enemy,15,6,4,Win,0,3.17
3885,5035.txt,Lucian,00:26:22,Team2,guys,enemy,15,6,4,Win,0,3.17
3886,5035.txt,Caitlyn,00:26:25,Team1,stop getting caught,ally,6,4,9,Loss,0,3.75
3887,5035.txt,Garen,00:26:27,Team2,next time dont flame me pls,enemy,11,7,14,Win,0,3.57
3888,5035.txt,Kha'Zix,00:26:29,Team1,lets go as 5,offender,7,11,5,Loss,0,1.09
3889,5035.txt,Kha'Zix,00:26:31,Team1,and play serious,offender,7,11,5,Loss,0,1.09
3890,5035.txt,Kha'Zix,00:26:32,Team1,and win,offender,7,11,5,Loss,0,1.09
3891,5035.txt,Kha'Zix,00:26:35,Team1,dont have time for this,offender,7,11,5,Loss,0,1.09
3892,5035.txt,Lux,00:26:45,Team1,"kha, youre the one who always goes solo",ally,6,10,9,Loss,0,1.5
3893,5035.txt,Ryze,00:26:45,Team2,not won,enemy,7,5,9,Win,0,3.2
3894,5035.txt,Teemo,00:27:11,Team2,i thinknasus doesnt know that there is more than toplane lol,enemy,0,12,9,Win,0,0.75
3895,5035.txt,Ryze,00:27:32,Team2,you all back when i go on ad,enemy,7,5,9,Win,0,3.2
3896,5035.txt,Ryze,00:27:55,Team2,remember i have ultra short range,enemy,7,5,9,Win,0,3.2
3897,5035.txt,Garen,00:27:58,All,omg,enemy,11,7,14,Win,0,3.57
3898,5035.txt,Ryze,00:28:00,Team2,if you bait me i am dead,enemy,7,5,9,Win,0,3.2
3899,5035.txt,Caitlyn,00:28:01,All,hehehe,ally,6,4,9,Loss,0,3.75
3900,5035.txt,Taric,00:28:08,Team2,i do frozen heart,enemy,0,5,18,Win,0,3.6
3901,5035.txt,Teemo,00:28:13,Team2,nexttime you just shouldnt decide to go to try to kill nasus+,enemy,0,12,9,Win,0,0.75
3902,5035.txt,Nasus,00:28:31,Team1,chiull,ally,15,4,3,Loss,0,4.5
3903,5035.txt,Caitlyn,00:28:38,Team1,nasus carry so hard,ally,6,4,9,Loss,0,3.75
3904,5035.txt,Nasus,00:28:55,Team1,i need a bit more farm,ally,15,4,3,Loss,0,4.5
3905,5035.txt,Lucian,00:29:10,Team2,gj,enemy,15,6,4,Win,0,3.17
3906,5035.txt,Lux,00:29:13,All,ffs,ally,6,10,9,Loss,1,1.5
3907,5035.txt,Caitlyn,00:29:13,Team1,kha pls,ally,6,4,9,Loss,0,3.75
3908,5035.txt,Nasus,00:29:18,Team1,kha zix,ally,15,4,3,Loss,0,4.5
3909,5035.txt,Nasus,00:29:20,Team1,stop solo püelse,ally,15,4,3,Loss,0,4.5
3910,5035.txt,Nasus,00:29:22,Team1,ty,ally,15,4,3,Loss,0,4.5
3911,5035.txt,Nasus,00:29:35,Team1,wait me,ally,15,4,3,Loss,0,4.5
3912,5035.txt,Nasus,00:29:36,Team1,i come,ally,15,4,3,Loss,0,4.5
3913,5035.txt,Teemo,00:29:51,Team2,care nasus a lot,enemy,0,12,9,Win,0,0.75
3914,5035.txt,Garen,00:31:06,Team2,omg,enemy,11,7,14,Win,0,3.57
3915,5035.txt,Garen,00:31:07,Team2,guys,enemy,11,7,14,Win,0,3.57
3916,5035.txt,Ryze,00:31:16,Team2,stop dive,enemy,7,5,9,Win,0,3.2
3917,5035.txt,Janna,00:31:21,Team1,this kha,ally,1,4,19,Loss,0,5.0
3918,5035.txt,Nasus,00:31:21,Team1,wp bot,ally,15,4,3,Loss,0,4.5
3919,5035.txt,Janna,00:31:22,Team1,serious,ally,1,4,19,Loss,0,5.0
3920,5035.txt,Kha'Zix,00:31:27,Team1,MY INTERNET,offender,7,11,5,Loss,0,1.09
3921,5035.txt,Kha'Zix,00:31:28,Team1,CRASHED,offender,7,11,5,Loss,0,1.09
3922,5035.txt,Kha'Zix,00:31:29,Team1,U MORON,offender,7,11,5,Loss,1,1.09
3923,5035.txt,Teemo,00:31:33,All,how fast can nasus bee,enemy,0,12,9,Win,0,0.75
3924,5035.txt,Nasus,00:31:48,Team1,lemme blue,ally,15,4,3,Loss,0,4.5
3925,5035.txt,Nasus,00:31:49,Team1,io carry,ally,15,4,3,Loss,0,4.5
3926,5035.txt,Nasus,00:31:50,Team1,pülease,ally,15,4,3,Loss,0,4.5
3927,5035.txt,Lux,00:31:55,Team1,you dont need,ally,6,10,9,Loss,0,1.5
3928,5035.txt,Janna,00:31:55,Team1,gets wards please,ally,1,4,19,Loss,0,5.0
3929,5035.txt,Nasus,00:32:08,Team1,let me,ally,15,4,3,Loss,0,4.5
3930,5035.txt,Nasus,00:32:09,Team1,please,ally,15,4,3,Loss,0,4.5
3931,5035.txt,Nasus,00:32:18,All,report khayx ziy,ally,15,4,3,Loss,0,4.5
3932,5035.txt,Nasus,00:32:21,All,ty,ally,15,4,3,Loss,0,4.5
3933,5035.txt,Teemo,00:32:26,All,report teemo,enemy,0,12,9,Win,0,0.75
3934,5035.txt,Nasus,00:32:32,All,nah u play good,ally,15,4,3,Loss,0,4.5
3935,5035.txt,Kha'Zix,00:32:32,All,HE WANTS TO REPORT ME FOR I TOOk blue,offender,7,11,5,Loss,0,1.09
3936,5035.txt,Caitlyn,00:32:33,Team1,get tanky kha,ally,6,4,9,Loss,0,3.75
3937,5035.txt,Nasus,00:32:35,All,but u cant do anything,ally,15,4,3,Loss,0,4.5
3938,5035.txt,Caitlyn,00:32:36,Team1,we have enough damahge,ally,6,4,9,Loss,0,3.75
3939,5035.txt,Nasus,00:32:42,All,whole team want to report u,ally,15,4,3,Loss,0,4.5
3940,5035.txt,Teemo,00:32:51,All,nah noone wants actually,enemy,0,12,9,Win,0,0.75
3941,5035.txt,Nasus,00:32:58,All,in our team,ally,15,4,3,Loss,0,4.5
3942,5035.txt,Teemo,00:32:59,All,maybe garen,enemy,0,12,9,Win,0,0.75
3943,5035.txt,Teemo,00:33:05,All,lol,enemy,0,12,9,Win,0,0.75
3944,5035.txt,Teemo,00:33:18,All,you are bes tnasus ever seen btw,enemy,0,12,9,Win,0,0.75
3945,5035.txt,Teemo,00:33:51,All,ok report me im writing while getting a turret infront of caitlyn xD,enemy,0,12,9,Win,0,0.75
3946,5035.txt,Nasus,00:34:35,All,we lost anway,ally,15,4,3,Loss,0,4.5
3947,5035.txt,Nasus,00:34:38,All,troll kah zix,ally,15,4,3,Loss,0,4.5
3948,5035.txt,Caitlyn,00:34:46,Team1,lha get health,ally,6,4,9,Loss,0,3.75
3949,5035.txt,Kha'Zix,00:34:49,Team1,if u stop,offender,7,11,5,Loss,0,1.09
3950,5035.txt,Lucian,00:34:50,Team2,Just let them rage,enemy,15,6,4,Win,0,3.17
3951,5035.txt,Teemo,00:34:50,All,"in champion select i was thinking about banning nasus , i should have do it",enemy,0,12,9,Win,0,0.75
3952,5035.txt,Kha'Zix,00:34:52,Team1,crying,offender,7,11,5,Loss,0,1.09
3953,5035.txt,Kha'Zix,00:34:54,Team1,i would win it for us,offender,7,11,5,Loss,0,1.09
3954,5035.txt,Nasus,00:35:04,Team1,yea with 2 dcs,ally,15,4,3,Loss,0,4.5
3955,5035.txt,Nasus,00:35:07,Team1,:DD,ally,15,4,3,Loss,0,4.5
3956,5035.txt,Nasus,00:35:10,Team1,okey pro,ally,15,4,3,Loss,0,4.5
3957,5035.txt,Lucian,00:35:12,Team2,pd or ie?,enemy,15,6,4,Win,0,3.17
3958,5035.txt,Lux,00:35:14,Team1,you're losing it for us dude,ally,6,10,9,Loss,0,1.5
3959,5035.txt,Nasus,00:35:15,Team1,i am not winning ?,ally,15,4,3,Loss,0,4.5
3960,5035.txt,Nasus,00:35:16,Team1,12/2,ally,15,4,3,Loss,0,4.5
3961,5035.txt,Nasus,00:35:25,Team1,--- q farm,ally,15,4,3,Loss,0,4.5
3962,5035.txt,Lucian,00:35:25,Team2,guys,enemy,15,6,4,Win,0,3.17
3963,5035.txt,Lux,00:35:26,Team1,im talking to kha?,ally,6,10,9,Loss,0,1.5
3964,5035.txt,Nasus,00:35:30,Team1,i know,ally,15,4,3,Loss,0,4.5
3965,5035.txt,Lucian,00:35:30,Team2,Should i guy ie or pd?,enemy,15,6,4,Win,0,3.17
3966,5035.txt,Nasus,00:35:32,Team1,",me too",ally,15,4,3,Loss,0,4.5
3967,5035.txt,Taric,00:35:42,Team2,---,enemy,0,5,18,Win,0,3.6
3968,5035.txt,Teemo,00:35:46,Team2,ir,enemy,0,12,9,Win,0,0.75
3969,5035.txt,Nasus,00:35:47,Team1,engage,ally,15,4,3,Loss,0,4.5
3970,5035.txt,Nasus,00:35:49,Team1,startff tf,ally,15,4,3,Loss,0,4.5
3971,5035.txt,Nasus,00:35:56,Team1,start,ally,15,4,3,Loss,0,4.5
3972,5035.txt,Lucian,00:35:57,Team2,too late now,enemy,15,6,4,Win,0,3.17
3973,5035.txt,Lucian,00:36:10,Team2,1 top,enemy,15,6,4,Win,0,3.17
3974,5035.txt,Nasus,00:36:15,Team1,start,ally,15,4,3,Loss,0,4.5
3975,5035.txt,Nasus,00:36:18,Team1,omg,ally,15,4,3,Loss,0,4.5
3976,5035.txt,Garen,00:36:40,Team2,gj,enemy,11,7,14,Win,0,3.57
3977,5035.txt,Kha'Zix,00:36:44,Team1,better,offender,7,11,5,Loss,0,1.09
3978,5035.txt,Nasus,00:36:45,Team1,fokus lucan,ally,15,4,3,Loss,0,4.5
3979,5035.txt,Kha'Zix,00:36:45,Team1,die janna,offender,7,11,5,Loss,0,1.09
3980,5035.txt,Nasus,00:36:46,Team1,gjh,ally,15,4,3,Loss,0,4.5
3981,5035.txt,Lucian,00:36:55,Team2,that was stupid,enemy,15,6,4,Win,0,3.17
3982,5035.txt,Janna,00:37:05,Team1,"kha, don't even dare talking",ally,1,4,19,Loss,0,5.0
3983,5035.txt,Lucian,00:37:08,Team2,0-12 :D,enemy,15,6,4,Win,0,3.17
3984,5035.txt,Kha'Zix,00:37:16,Team1,u told me to play serious,offender,7,11,5,Loss,0,1.09
3985,5035.txt,Garen,00:37:18,Team2,loool :D,enemy,11,7,14,Win,0,3.57
3986,5035.txt,Kha'Zix,00:37:20,Team1,and i got their tanky down,offender,7,11,5,Loss,0,1.09
3987,5035.txt,Teemo,00:37:23,All,best eemo euw,enemy,0,12,9,Win,0,0.75
3988,5035.txt,Kha'Zix,00:37:25,Team1,and u go in and die for no reason,offender,7,11,5,Loss,0,1.09
3989,5035.txt,Lux,00:37:30,Team1,you focused tank...,ally,6,10,9,Loss,0,1.5
3990,5035.txt,Kha'Zix,00:37:34,Team1,Of,offender,7,11,5,Loss,0,1.09
3991,5035.txt,Lux,00:37:35,Team1,thats not playing properly,ally,6,10,9,Loss,0,1.5
3992,5035.txt,Kha'Zix,00:37:36,Team1,he was low,offender,7,11,5,Loss,0,1.09
3993,5035.txt,Janna,00:37:41,Team1,if it weren't for my shield you would have died alone,ally,1,4,19,Loss,0,5.0
3994,5035.txt,Teemo,00:37:43,Team2,gj team,enemy,0,12,9,Win,0,0.75
3995,5035.txt,Nasus,00:37:43,Team1,guysd you all really suck,ally,15,4,3,Loss,1,4.5
3996,5035.txt,Nasus,00:37:48,Team1,instedx of start tf,ally,15,4,3,Loss,0,4.5
3997,5035.txt,Caitlyn,00:37:53,Team1,why did you stay,ally,6,4,9,Loss,0,3.75
3998,5035.txt,Nasus,00:37:54,Team1,4vs2,ally,15,4,3,Loss,0,4.5
3999,5035.txt,Nasus,00:37:57,Team1,u die,ally,15,4,3,Loss,0,4.5
4000,5035.txt,Taric,00:38:00,Team2,NASH,enemy,0,5,18,Win,0,3.6
4001,5035.txt,Lucian,00:38:07,Team2,20 g,enemy,15,6,4,Win,0,3.17
4002,5035.txt,Lucian,00:38:08,Team2,for bf,enemy,15,6,4,Win,0,3.17
4003,5035.txt,Teemo,00:38:11,Team2,as long as nasus is dead we can do it,enemy,0,12,9,Win,0,0.75
4004,5035.txt,Nasus,00:38:20,Team1,--- armor,ally,15,4,3,Loss,0,4.5
4005,5035.txt,Nasus,00:38:24,Team1,--- magic resi,ally,15,4,3,Loss,0,4.5
4006,5035.txt,Nasus,00:38:26,Team1,"3,3 k life",ally,15,4,3,Loss,0,4.5
4007,5035.txt,Nasus,00:38:33,Team1,--- q stacks,ally,15,4,3,Loss,0,4.5
4008,5035.txt,Caitlyn,00:38:37,Team1,shut up dude,ally,6,4,9,Loss,1,3.75
4009,5035.txt,Nasus,00:39:24,Team1,engage,ally,15,4,3,Loss,0,4.5
4010,5035.txt,Kha'Zix,00:39:41,Team1,why,offender,7,11,5,Loss,0,1.09
4011,5035.txt,Nasus,00:39:43,All,gg wp,ally,15,4,3,Loss,0,4.5
4012,5035.txt,Kha'Zix,00:39:45,Team1,arent u on the other side just janna,offender,7,11,5,Loss,0,1.09
4013,5035.txt,Caitlyn,00:39:54,All,gg wp,ally,6,4,9,Loss,0,3.75
4014,5035.txt,Taric,00:39:55,All,gg,enemy,0,5,18,Win,0,3.6
4015,5035.txt,Teemo,00:39:55,All,gg wp,enemy,0,12,9,Win,0,0.75
4016,5035.txt,Nasus,00:39:56,All,report khax zix,ally,15,4,3,Loss,0,4.5
4017,5035.txt,Garen,00:39:56,All,ggwp,enemy,11,7,14,Win,0,3.57
4018,5035.txt,Kha'Zix,00:39:56,Team1,gj guys..,offender,7,11,5,Loss,0,1.09
4019,5035.txt,Nasus,00:39:57,All,gg wp,ally,15,4,3,Loss,0,4.5
4020,5035.txt,Lux,00:39:57,All,LETS FOCUS TARIC AND GAREN,ally,6,10,9,Loss,0,1.5
4021,5035.txt,Caitlyn,00:39:58,All,kha lose game,ally,6,4,9,Loss,0,3.75
4022,5035.txt,Lucian,00:39:59,All,noonono,enemy,15,6,4,Win,0,3.17
4023,5035.txt,Teemo,00:40:00,All,honor nasus,enemy,0,12,9,Win,0,0.75
4024,5035.txt,Lux,00:40:02,All,AND THEN BLAME EACHOTHER,ally,6,10,9,Loss,0,1.5
4025,5035.txt,Lucian,00:40:04,All,Gg wp,enemy,15,6,4,Win,0,3.17
4026,5035.txt,Kha'Zix,00:40:05,Team1,GAREN,offender,7,11,5,Loss,0,1.09
4027,5035.txt,Nasus,00:40:05,All,ty,ally,15,4,3,Loss,0,4.5
4028,5035.txt,Garen,00:40:12,All,yea and report me ok,enemy,11,7,14,Win,0,3.57
4029,5035.txt,Kha'Zix,00:40:13,Team1,they were fucking locked in u trash,offender,7,11,5,Loss,1,1.09
4030,5035.txt,Teemo,00:40:18,All,shame on you,enemy,0,12,9,Win,0,0.75
4031,5035.txt,Teemo,00:40:24,Team2,cant get carried by a good nasus,enemy,0,12,9,Win,0,0.75
4032,5036.txt,Nidalee,00:00:56,Team1,je ward pas bot,ally,4,12,5,Loss,0,0.75
4033,5036.txt,Nidalee,00:00:59,Team1,et je cs,ally,4,12,5,Loss,0,0.75
4034,5036.txt,Nidalee,00:01:00,Team1,xD,ally,4,12,5,Loss,0,0.75
4035,5036.txt,Nidalee,00:01:10,Team1,duolane !,ally,4,12,5,Loss,0,0.75
4036,5036.txt,Gragas,00:01:10,Team1,rep skypefab,ally,7,5,5,Loss,0,2.4
4037,5036.txt,Nidalee,00:02:34,Team1,HAHA,ally,4,12,5,Loss,0,0.75
4038,5036.txt,Urgot,00:04:06,Team2,gj,enemy,7,3,12,Win,0,6.33
4039,5036.txt,Hecarim,00:04:07,Team1,wk feeding,offender,3,9,10,Loss,0,1.44
4040,5036.txt,Hecarim,00:04:18,Team1,stealing top and feeding,offender,3,9,10,Loss,0,1.44
4041,5036.txt,Blitzcrank,00:05:02,All,---% cd runes?,enemy,6,3,24,Win,0,10.0
4042,5036.txt,Nidalee,00:05:16,Team1,mais,ally,4,12,5,Loss,0,0.75
4043,5036.txt,Nidalee,00:05:18,Team1,euh,ally,4,12,5,Loss,0,0.75
4044,5036.txt,Tristana,00:05:25,Team2,gj,enemy,12,3,5,Win,0,5.67
4045,5036.txt,Hecarim,00:05:55,All,np,offender,3,9,10,Loss,0,1.44
4046,5036.txt,Nidalee,00:07:06,Team1,ce gneie,ally,4,12,5,Loss,0,0.75
4047,5036.txt,Nidalee,00:07:08,Team1,genie,ally,4,12,5,Loss,0,0.75
4048,5036.txt,Fizz,00:07:24,All,np,enemy,11,9,8,Win,0,2.11
4049,5036.txt,Hecarim,00:07:39,Team1,stop feed wk pls,offender,3,9,10,Loss,0,1.44
4050,5036.txt,Gragas,00:08:03,Team1,ty,ally,7,5,5,Loss,0,2.4
4051,5036.txt,Nautilus,00:08:17,Team2,fizz,enemy,6,2,22,Win,0,14.0
4052,5036.txt,Fizz,00:08:20,Team2,i come,enemy,11,9,8,Win,0,2.11
4053,5036.txt,Fizz,00:08:23,Team2,thx u,enemy,11,9,8,Win,0,2.11
4054,5036.txt,Tristana,00:09:15,Team2,gj,enemy,12,3,5,Win,0,5.67
4055,5036.txt,Fizz,00:09:45,All,NOW U ULTI?,enemy,11,9,8,Win,0,2.11
4056,5036.txt,Fizz,00:09:51,Team2,nautr,enemy,11,9,8,Win,0,2.11
4057,5036.txt,Fizz,00:09:54,Team2,why so late ulti?,enemy,11,9,8,Win,0,2.11
4058,5036.txt,Nautilus,00:10:04,Team2,cd,enemy,6,2,22,Win,0,14.0
4059,5036.txt,Fizz,00:10:14,Team2,just say so if u dont like me,enemy,11,9,8,Win,0,2.11
4060,5036.txt,Fizz,00:10:22,Team2,its fine,enemy,11,9,8,Win,0,2.11
4061,5036.txt,Fizz,00:10:28,Team2,mid is lost,enemy,11,9,8,Win,0,2.11
4062,5036.txt,Fizz,00:10:31,Team2,now,enemy,11,9,8,Win,0,2.11
4063,5036.txt,Fizz,00:11:06,Team2,naut,enemy,11,9,8,Win,0,2.11
4064,5036.txt,Fizz,00:11:09,Team2,u need to camp mid now,enemy,11,9,8,Win,0,2.11
4065,5036.txt,Fizz,00:11:17,Team2,snowball lane is mid,enemy,11,9,8,Win,0,2.11
4066,5036.txt,Fizz,00:11:18,Team2,not top,enemy,11,9,8,Win,0,2.11
4067,5036.txt,Fizz,00:11:22,Team2,u shouldve ganked way early,enemy,11,9,8,Win,0,2.11
4068,5036.txt,Nautilus,00:11:46,Team2,you push your lane so it's hard  to gank,enemy,6,2,22,Win,0,14.0
4069,5036.txt,Fizz,00:11:51,Team2,i dont push nlane,enemy,11,9,8,Win,0,2.11
4070,5036.txt,Fizz,00:11:53,Team2,vs gragas,enemy,11,9,8,Win,0,2.11
4071,5036.txt,Fizz,00:11:54,Team2,at all,enemy,11,9,8,Win,0,2.11
4072,5036.txt,Nidalee,00:12:01,Team1,dégage,ally,4,12,5,Loss,0,0.75
4073,5036.txt,Nidalee,00:12:04,Team1,c'est mes golems,ally,4,12,5,Loss,0,0.75
4074,5036.txt,Hecarim,00:12:06,Team1,tg ^^,offender,3,9,10,Loss,0,1.44
4075,5036.txt,Fizz,00:12:28,Team2,thx u,enemy,11,9,8,Win,0,2.11
4076,5036.txt,Hecarim,00:12:47,Team1,cette chatte,offender,3,9,10,Loss,0,1.44
4077,5036.txt,Hecarim,00:12:49,Team1,serieux,offender,3,9,10,Loss,0,1.44
4078,5036.txt,Fizz,00:12:52,Team2,wp,enemy,11,9,8,Win,0,2.11
4079,5036.txt,Fizz,00:12:55,Team2,wp naut,enemy,11,9,8,Win,0,2.11
4080,5036.txt,Nidalee,00:12:58,Team1,t'es serieux,ally,4,12,5,Loss,0,0.75
4081,5036.txt,Nidalee,00:12:58,Team1,xD,ally,4,12,5,Loss,0,0.75
4082,5036.txt,Hecarim,00:13:06,Team1,oui ^^,offender,3,9,10,Loss,0,1.44
4083,5036.txt,Hecarim,00:13:15,Team1,il dash en meme temps que moi,offender,3,9,10,Loss,0,1.44
4084,5036.txt,Hecarim,00:13:20,Team1,il est meme pas fear,offender,3,9,10,Loss,0,1.44
4085,5036.txt,Nidalee,00:13:24,Team1,je aprlais a monkey,ally,4,12,5,Loss,0,0.75
4086,5036.txt,Fizz,00:13:38,Team2,u can take bluew naut,enemy,11,9,8,Win,0,2.11
4087,5036.txt,Urgot,00:13:43,Team2,ward,enemy,7,3,12,Win,0,6.33
4088,5036.txt,Nautilus,00:13:46,Team2,ok,enemy,6,2,22,Win,0,14.0
4089,5036.txt,Gragas,00:14:10,Team1,missclick flash -_-,ally,7,5,5,Loss,0,2.4
4090,5036.txt,Wukong,00:14:17,All,they said 0 gank top,ally,3,5,3,Loss,0,1.2
4091,5036.txt,Wukong,00:14:24,All,np with ward urgot,ally,3,5,3,Loss,0,1.2
4092,5036.txt,Hecarim,00:14:35,All,he stole top as last pick,offender,3,9,10,Loss,0,1.44
4093,5036.txt,Urgot,00:14:35,All,i did notice ^^,enemy,7,3,12,Win,0,6.33
4094,5036.txt,Wukong,00:14:37,All,u can push if u want,ally,3,5,3,Loss,0,1.2
4095,5036.txt,Hecarim,00:14:40,All,dont cry now man,offender,3,9,10,Loss,0,1.44
4096,5036.txt,Wukong,00:14:49,All,french premade,ally,3,5,3,Loss,0,1.2
4097,5036.txt,Hecarim,00:15:01,All,foreign theith,offender,3,9,10,Loss,0,1.44
4098,5036.txt,Nautilus,00:15:26,All,i'm not premade with them,enemy,6,2,22,Win,0,14.0
4099,5036.txt,Wukong,00:15:43,All,"they are premade, french ragers",ally,3,5,3,Loss,0,1.2
4100,5036.txt,Hecarim,00:15:50,Team1,foreign retard,offender,3,9,10,Loss,1,1.44
4101,5036.txt,Wukong,00:16:05,Team1,enjoy your flame :D,ally,3,5,3,Loss,0,1.2
4102,5036.txt,Wukong,00:17:07,All,push plz,ally,3,5,3,Loss,0,1.2
4103,5036.txt,Wukong,00:17:11,All,and fed on me,ally,3,5,3,Loss,0,1.2
4104,5036.txt,Nidalee,00:17:20,All,Lk4,ally,4,12,5,Loss,0,0.75
4105,5036.txt,Hecarim,00:17:25,All,you stole top deal with it,offender,3,9,10,Loss,0,1.44
4106,5036.txt,Hecarim,00:17:30,All,feeder,offender,3,9,10,Loss,0,1.44
4107,5036.txt,Nidalee,00:17:31,All,have no informations about tribunal,ally,4,12,5,Loss,0,0.75
4108,5036.txt,Wukong,00:17:52,All,0 comunication? i ask if i was top,ally,3,5,3,Loss,0,1.2
4109,5036.txt,Hecarim,00:18:26,All,we told you to go support,offender,3,9,10,Loss,0,1.44
4110,5036.txt,Hecarim,00:18:33,All,nid wrote she was top,offender,3,9,10,Loss,0,1.44
4111,5036.txt,Hecarim,00:18:49,All,league of retartds,offender,3,9,10,Loss,1,1.44
4112,5036.txt,Nautilus,00:18:50,Team2,drake,enemy,6,2,22,Win,0,14.0
4113,5036.txt,Nidalee,00:18:50,All,wu is afk :/,ally,4,12,5,Loss,0,0.75
4114,5036.txt,Wukong,00:18:51,All,"too late, i try to swap with nida, i can play him as sup",ally,3,5,3,Loss,0,1.2
4115,5036.txt,Blitzcrank,00:18:53,All,why u flame wukong u all suck?!,enemy,6,3,24,Win,1,10.0
4116,5036.txt,Wukong,00:19:00,All,IM NOT AFK,ally,3,5,3,Loss,0,1.2
4117,5036.txt,Nautilus,00:19:06,All,blitz make a point,enemy,6,2,22,Win,0,14.0
4118,5036.txt,Nidalee,00:19:08,All,haha bitz ^^,ally,4,12,5,Loss,0,0.75
4119,5036.txt,Nidalee,00:19:14,All,we'll see that a victory screen,ally,4,12,5,Loss,0,0.75
4120,5036.txt,Hecarim,00:19:15,All,we flame cause we dont play what we had in mind,offender,3,9,10,Loss,0,1.44
4121,5036.txt,Hecarim,00:19:25,All,cause of a retard random,offender,3,9,10,Loss,1,1.44
4122,5036.txt,Wukong,00:20:03,All,ofc,ally,3,5,3,Loss,0,1.2
4123,5036.txt,Nidalee,00:23:23,All,sorry blitz,ally,4,12,5,Loss,0,0.75
4124,5036.txt,Blitzcrank,00:23:38,All,4 ults for a supp^^,enemy,6,3,24,Win,0,10.0
4125,5036.txt,Nidalee,00:23:43,All,it seem some1 is even worst than me,ally,4,12,5,Loss,0,0.75
4126,5036.txt,Gragas,00:23:49,All,i dont ulti,ally,7,5,5,Loss,0,2.4
4127,5036.txt,Hecarim,00:23:56,All,and adc + tower,offender,3,9,10,Loss,0,1.44
4128,5036.txt,Blitzcrank,00:23:56,All,ok 3,enemy,6,3,24,Win,0,10.0
4129,5036.txt,Nidalee,00:23:59,All,i don't have ult xD,ally,4,12,5,Loss,0,0.75
4130,5036.txt,Wukong,00:24:06,All,my team dont know what is top :D,ally,3,5,3,Loss,0,1.2
4131,5036.txt,Blitzcrank,00:24:09,All,ofc u have a ult,enemy,6,3,24,Win,0,10.0
4132,5036.txt,Nidalee,00:24:20,All,i wasted nida ult,ally,4,12,5,Loss,0,0.75
4133,5036.txt,Nidalee,00:24:25,All,sad,ally,4,12,5,Loss,0,0.75
4134,5036.txt,Fizz,00:24:42,Team2,edrzftg,enemy,11,9,8,Win,0,2.11
4135,5036.txt,Hecarim,00:25:41,Team1,il est ignoble le singe ^^,offender,3,9,10,Loss,0,1.44
4136,5036.txt,Nidalee,00:25:46,Team1,oui,ally,4,12,5,Loss,0,0.75
4137,5036.txt,Nidalee,00:25:46,Team1,xD,ally,4,12,5,Loss,0,0.75
4138,5036.txt,Nidalee,00:25:54,Team1,je commence à être stuff,ally,4,12,5,Loss,0,0.75
4139,5036.txt,Nidalee,00:25:57,Team1,ca vas être drôle,ally,4,12,5,Loss,0,0.75
4140,5036.txt,Hecarim,00:26:09,Team1,prends le red fabien stu veux,offender,3,9,10,Loss,0,1.44
4141,5036.txt,Gragas,00:26:26,Team1,il veut pas,ally,7,5,5,Loss,0,2.4
4142,5036.txt,Gragas,00:27:06,Team1,au moment ou je meurs,ally,7,5,5,Loss,0,2.4
4143,5036.txt,Gragas,00:27:11,Team1,mon seraphin apparait,ally,7,5,5,Loss,0,2.4
4144,5036.txt,Gragas,00:27:13,Team1,seum,ally,7,5,5,Loss,0,2.4
4145,5036.txt,Hecarim,00:27:18,Team1,^^,offender,3,9,10,Loss,0,1.44
4146,5036.txt,Wukong,00:27:34,Team1,nice bd nida,ally,3,5,3,Loss,0,1.2
4147,5036.txt,Hecarim,00:27:49,Team1,shut wk you suck and are reported,offender,3,9,10,Loss,1,1.44
4148,5036.txt,Wukong,00:27:56,Team1,ofc,ally,3,5,3,Loss,0,1.2
4149,5036.txt,Wukong,00:29:44,All,pro move cait,ally,3,5,3,Loss,0,1.2
4150,5036.txt,Hecarim,00:29:59,Team1,shut wk you suck and are reported,offender,3,9,10,Loss,1,1.44
4151,5036.txt,Wukong,00:30:06,Team1,ofc,ally,3,5,3,Loss,0,1.2
4152,5036.txt,Wukong,00:30:12,Team1,u pro xD,ally,3,5,3,Loss,0,1.2
4153,5036.txt,Wukong,00:30:16,Team1,srry pro team,ally,3,5,3,Loss,0,1.2
4154,5036.txt,Hecarim,00:30:20,Team1,reported,offender,3,9,10,Loss,0,1.44
4155,5036.txt,Wukong,00:30:23,Team1,xD,ally,3,5,3,Loss,0,1.2
4156,5036.txt,Wukong,00:30:24,Team1,kid,ally,3,5,3,Loss,0,1.2
4157,5036.txt,Wukong,00:30:32,Team1,bronze?,ally,3,5,3,Loss,0,1.2
